Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Amount_invested_monthly,Monthly_Balance,Credit_Score,Credit_History_Years,Spending_Level,Payment_Size
39.0,Entrepreneur,53108.650647517745,4679.923433613712,10,7,28.0,6.0,54,18.0,7.693726169140416,6.0,Bad,2.6158446674147275,29.18660726771645,Yes,217.85993797311232,444.33346575593924,Poor,8.0,Low,Medium
26.0,Writer,67957.6285442696,2733.841692144822,6,7,26.0,3.0,26,14.0,15.754009150045698,10.0,Standard,2.382316602160053,25.48029760725204,Yes,109.6578903843604,536.6429850108126,Poor,9.0,High,Medium
45.0,Scientist,74861.54165603597,4355.5907030861945,7,7,6.0,4.0,22,13.0,7.537551568980763,14.0,Good,1.5237393597242723,32.16336702524357,NM,353.4865001812183,879.291989985345,Poor,18.0,High,Large
24.0,Engineer,37204.940302553325,2895.7528182012466,2,4,8.0,4.0,9,3.0,4.327616538330454,3.0,Good,0.19209204185273007,27.252013832798607,No,157.70201262660916,227.0896438912843,Good,18.0,High,Large
54.0,Accountant,32506.607011403114,3253.462750800175,4,4,5.0,4.0,10,12.0,11.019337145557708,0.0,Standard,0.25417075625335717,40.28349340204831,No,96.52757073498807,325.1307513820373,Standard,32.0,High,Small
21.0,Scientist,71915.34125904604,2762.1698126250226,4,3,6.0,4.0,16,15.0,15.528628116658409,11.0,Standard,0.8727660258574906,23.58242873834545,Yes,167.00592587537406,217.7858507647601,Standard,7.0,Low,Small
24.0,Teacher,44435.7847564904,3546.6971036744735,8,3,2.0,0.0,9,0.0,3.969978892587312,4.0,Good,0.05556823972143393,41.341761799127,No,64.12529191589803,290.08223158251025,Good,15.0,High,Large
37.0,Journalist,136994.24838232098,10548.631409774265,2,5,4.0,0.0,2,0.0,4.054340062143686,0.0,Good,0.9467606516717262,31.429698313514816,No,198.227881564761,827.7230408709743,Good,31.0,Missing,Missing
30.0,Journalist,34988.63257007844,8921.642926809665,2,7,12.0,3.0,17,1.0,2.9092973032805456,1.0,Good,1.004166557088185,34.09185224077853,No,103.68577676984158,545.5962405449588,Good,28.0,High,Large
37.0,Mechanic,90068.65622176473,7658.738932720563,0,1,4.0,4.0,1,0.0,2.7966568638414477,3.0,Good,1.0375135326546934,36.868859715849155,No,169.3442930951314,646.3289677567923,Good,25.0,Low,Large
22.0,Manager,26840.072974337796,2705.0336955619246,8,7,19.0,7.0,21,16.0,10.378482462879708,3.0,Standard,0.997165642231569,25.523281388022806,Yes,151.14481693263562,245.02622664689386,Standard,8.0,Low,Small
15.0,Manager,76127.49192874144,5178.59695932177,7,5,33.0,8.0,23,23.0,5.808006124687462,10.0,Bad,2.7631097801919022,25.261659589392828,Yes,205.22356798825368,270.8324323018389,Poor,5.0,High,Medium
28.0,Mechanic,40606.57837543176,1177.2434836435023,10,8,15.0,6.0,25,21.0,8.56697484939703,6.0,Bad,0.8806698771866667,38.40548141992457,Yes,85.29150069416835,314.3999282659262,Poor,11.0,Low,Large
26.0,Writer,13043.90559765704,1052.3433638836816,4,4,8.0,4.0,12,9.0,6.811924810132968,3.0,Standard,0.2536843378665654,26.1186497939445,Yes,117.39962322483471,211.642559929572,Standard,18.0,Low,Small
53.0,Entrepreneur,132958.94569061967,2760.0182069823404,1,4,13.0,3.0,10,0.0,5.881088800401892,3.0,Good,0.7377876222932813,27.61777968212214,No,66.67962052724505,1094.7423074541175,Poor,21.0,Low,Large
16.0,Musician,69026.61246245533,8119.943411484674,10,5,30.0,6.0,38,16.0,24.569040546235712,9.0,Bad,2.6015033786230726,37.35642018951103,Yes,85.41901828052573,340.1315696982921,Poor,17.0,High,Large
30.0,Doctor,31413.2982957777,3240.147742075593,4,1,4.0,3.0,5,6.0,3.6914314030754976,1.0,Good,0.4020532708304891,24.259190062173467,NM,83.2209601121786,397.1571619708743,Good,18.0,High,Medium
20.0,Mechanic,61838.61576069294,5582.077564808841,10,10,24.0,6.0,38,13.0,9.016288792505645,8.0,Bad,2.032494352103888,38.17509314782983,NM,106.70208410108195,362.69068268473575,Poor,11.0,Low,Small
21.0,Teacher,7006.035,827.2907265231277,7,5,14.0,3.0,20,18.0,18.11914398085954,11.0,Standard,0.4168229144816373,23.7637388574753,Yes,105.20381701435298,244.38103816897322,Standard,12.0,High,Medium
24.0,Manager,115973.55118118762,5715.185991986055,4,3,5.0,3.0,13,5.0,6.280139810958158,3.0,Good,0.5396483319039156,41.31924792829287,No,186.34585192264805,169.14381163687216,Good,31.0,Low,Small
28.0,Teacher,17612.992900995858,1380.9073452677007,4,5,10.0,4.0,16,13.0,11.102978274066215,4.0,Standard,1.452357864114506,28.227864007477642,No,137.7851792911631,265.15559501490895,Poor,22.0,Low,Small
48.0,Teacher,55000.22170434256,8105.464656330417,5,4,17.0,1.0,12,17.0,9.815184194660613,0.0,Standard,0.2838123088348347,31.73932988327558,NM,231.15607926558792,178.3895909006634,Good,15.0,High,Small
20.0,Lawyer,107742.27662455609,5933.378685836236,4,4,5.0,6.0,9,3.0,10.39491395055239,8.0,Standard,0.1945874935741056,36.91708691094966,Yes,332.1693435334701,830.4494518416464,Good,31.0,Low,Medium
18.0,Doctor,70213.10638656457,11699.864321271749,6,2,1.0,3.0,7,5.0,4.05985499244475,8.0,Good,1.3051793691113196,33.34934399308403,NM,622.2812003694202,483.34839828416904,Good,26.0,Missing,Missing
17.0,Mechanic,35113.30463493507,6276.9332905867595,7,7,14.0,7.0,24,17.0,17.067135137696326,11.0,Bad,4.496176820237625,27.294632723785536,Yes,164.07045838853878,287.8679252784343,Standard,13.0,Low,Large
34.0,Lawyer,54372.863098908485,6071.365016962235,10,5,33.0,7.0,57,23.0,27.51683665479665,14.0,Bad,4.591665073690724,28.295962367763735,Yes,163.60841864270063,423.5121686105032,Standard,12.0,Missing,Missing
27.0,Writer,113980.1779260354,8914.069072634094,2,3,7.0,1.0,12,12.0,3.9351580194845663,2.0,Good,0.8357548207029363,35.96237787389749,No,458.0800825793377,639.7058464345803,Good,32.0,Low,Small
28.0,Engineer,72546.17775503757,1312.7344776306954,8,7,33.0,9.0,18,21.0,25.838574363151473,12.0,Bad,4.2009736345629864,34.59956147267556,Yes,408.6218036675466,259.3250221227706,Standard,2.0,Low,Small
35.0,Architect,7502.806608371655,828.5014236127491,8,6,15.0,7.0,20,19.0,27.695451808634758,10.0,Bad,1.9413143441742993,38.668218253238344,Yes,48.14198088825238,293.68344230272305,Standard,15.0,Low,Large
29.0,Manager,32339.3574340878,2537.3853730208834,0,5,1.0,4.0,14,12.0,10.257742620142249,1.0,Good,0.14479891783182075,32.09565859122965,NM,143.97246876103995,456.62888483986995,Good,14.0,High,Small
19.0,Developer,11021.752390977486,740.7868601543436,6,5,7.0,1.0,27,4.0,6.344481344193263,3.0,Standard,0.4042151689191417,26.95070028716828,Yes,58.25292667755549,200.02446520902464,Good,14.0,Missing,Missing
25.0,Engineer,9833.563690640389,1244.8550050066103,5,4,12.0,4.0,25,13.0,12.345780954425118,8.0,Standard,1.3188339746696138,44.186615847884305,No,65.54758284540738,217.7261605401291,Good,15.0,Low,Small
34.0,Scientist,21568.48415278717,1908.6543497441357,1,4,12.0,1.0,21,8.0,5.233789598502763,4.0,Good,0.16741472218433862,36.09859344086356,No,99.30500825072079,964.5246104526747,Poor,18.0,High,Small
23.0,Media_Manager,33120.16014684576,3339.7457704090934,4,5,12.0,0.0,10,4.0,5.525319175106575,0.0,Good,0.8633694992879432,28.080434004794277,No,86.82619287524116,447.6361670392022,Good,27.0,Low,Small
32.0,Musician,35737.80371528412,2512.843721664059,5,6,8.0,4.0,20,7.0,6.321553373144393,5.0,Standard,2.1466925573337696,33.06649947405995,Yes,162.4077853859986,296.37004548526795,Poor,15.0,Low,Small
33.0,Doctor,69419.99924454215,6502.482600609132,10,9,26.0,5.0,26,18.0,4.41856403203167,6.0,Bad,2.1251547623303866,22.934934329049142,Yes,88.84236295531893,313.4896064574037,Poor,9.0,High,Medium
30.0,Architect,22463.04989450864,1670.3446585464712,3,7,18.0,3.0,31,12.0,19.034428055181216,5.0,Standard,2.611567302266101,26.681623925909527,Yes,95.70338490801394,311.43873469114385,Poor,19.0,Low,Small
18.0,Mechanic,22281.65379252407,1577.054472169965,10,10,21.0,9.0,66,21.0,19.92413873194284,9.0,Bad,3.294880654990219,39.9364567797444,Yes,135.50199043156786,274.92943109012117,Poor,10.0,Low,Small
42.0,Musician,62570.67012871119,10793.94659536823,3,4,7.0,2.0,6,4.0,8.090611343243069,0.0,Good,0.37910936075321056,27.216942437292662,No,150.76341698033588,362.770077995104,Good,25.0,High,Medium
32.0,Manager,123499.41611066964,7027.287583854848,2,3,1.0,3.0,9,5.0,4.6656628392503645,1.0,Good,0.3007869300932891,36.85246212598793,No,246.6073281208773,821.7803300280561,Good,25.0,Low,Large
50.0,Musician,30114.791502978784,2560.810044822486,0,3,1.0,1.0,20,2.0,3.0339236705602084,4.0,Good,0.8016318222710224,25.57846531138617,No,155.30104188698172,470.49529565021913,Poor,29.0,High,Medium
26.0,Teacher,13730.943704048941,2585.577450104619,9,10,19.0,8.0,40,23.0,-0.3166999865794422,9.0,Bad,1.6424445830011107,27.431807796268068,NM,90.83747389269674,356.38616117633234,Poor,6.0,High,Medium
34.0,Architect,11708.503841210293,993.6272856375627,6,6,6.0,1.0,14,6.0,10.014474776933179,2.0,Good,1.010012359446471,32.704838915230056,No,76.67214188258927,207.48794170381285,Poor,22.0,Low,Medium
46.0,Developer,84784.91613084293,7996.761335108398,5,4,9.0,1.0,4,0.0,3.6214633252030457,0.0,Good,0.6051783082131856,35.210740650370795,No,270.2259181638735,383.7069897465457,Good,25.0,Low,Small
16.0,Engineer,15890.497991117154,1289.0917568428658,8,7,26.0,8.0,54,27.0,3.1190424189623807,11.0,Bad,4.4384977004446755,22.82682478305901,Yes,154.26939557608495,292.6087736333095,Poor,7.0,Low,Medium
48.0,Accountant,12425.220983368694,893.8300451290434,8,5,14.0,3.0,8,6.0,10.64896795765001,3.0,Good,0.9933275995252074,36.19298632599489,No,125.18074785016964,274.0254937015774,Good,25.0,Low,Small
39.0,Lawyer,13732.094247524572,1369.2741468625604,7,8,22.0,6.0,63,25.0,14.491318439269985,15.0,Bad,3.4333292007215146,31.52337183825556,Yes,57.85090728698728,198.16128949770473,Poor,12.0,Low,Small
38.0,Writer,31532.353233087426,1865.7980283184731,9,8,26.0,9.0,58,22.0,28.610405537934223,12.0,Bad,4.542535359997303,37.958556260247995,Yes,153.4971090570317,234.24554426182127,Standard,7.0,High,Large
40.0,Mechanic,15126.309015063685,1933.344619242585,7,4,2.0,3.0,19,16.0,7.692203039002735,2.0,Standard,0.238317482998588,29.37972139082357,Yes,122.37021244091824,289.71081227385423,Standard,22.0,Low,Small
24.0,Architect,55797.5020952556,7454.221873348681,5,5,3.0,1.0,11,10.0,5.535510271233001,3.0,Good,0.00054,27.923516016764726,No,169.50040813627984,229.5998985082483,Poor,31.0,Low,Large
41.0,Mechanic,67655.71154288092,4686.786356880848,1,5,7.0,2.0,20,8.0,4.323215165769288,2.0,Good,1.3431869476325762,25.353828043449976,No,82.89251244800451,667.0288758335457,Poor,25.0,Missing,Missing
22.0,Media_Manager,10532.74971090207,767.6385010302483,3,7,33.0,4.0,15,14.0,13.96141169104502,9.0,Standard,2.0572319683126072,24.3746739617644,Yes,38.73310179406377,314.48386040004533,Poor,12.0,Low,Medium
42.0,Mechanic,59776.81692358192,4971.818242851393,7,5,20.0,3.0,60,14.0,0.8158400095815208,10.0,Bad,1.866966626874691,25.905011122402627,NM,150.44752363350813,414.98722442401566,Poor,23.0,High,Medium
18.0,Architect,11124.707980206596,1189.0819825646417,8,6,19.0,9.0,26,12.0,14.654592738314543,6.0,Bad,2.432638384525869,23.97961150751646,Yes,107.62771223542941,256.5908672221628,Good,10.0,High,Medium
15.0,Architect,41463.48367506958,2684.3311708924653,7,9,27.0,9.0,55,19.0,26.544076314490393,10.0,Bad,1.833497825134418,27.56260037468809,Yes,79.92446254553157,249.7124800892718,Poor,5.0,High,Missing
18.0,Mechanic,11691.715417643158,6274.422007939924,3,6,27.0,7.0,43,8.0,24.196705149066847,11.0,Bad,2.2065794624644592,40.92402278318351,Yes,89.65389899207374,317.5814259172233,Good,1.0,Low,Small
35.0,Manager,43536.98732132447,3741.1491710555392,2,5,4.0,0.0,8,3.0,8.110924102478089,2.0,Good,0.501320380287607,30.209223806568207,No,74.3718463244607,484.9925929314477,Good,32.0,High,Large
31.0,Engineer,74123.87908089138,7700.822797681686,2,4,2.0,1.0,7,6.0,3.625845026340435,4.0,Good,0.9364417602200422,33.9376430985976,No,296.7882734467432,822.5526902525368,Good,30.0,High,Medium
36.0,Scientist,17673.053313742177,1278.541152635026,9,5,28.0,4.0,51,18.0,7.852493275242763,6.0,Standard,1.8433640741132264,27.556262533372166,Yes,77.84899899149701,454.9722951181809,Poor,19.0,High,Large
17.0,Writer,44445.46833002755,6052.932204411635,3,10,22.0,8.0,53,20.0,22.81989252541527,14.0,Bad,2.3772498007395213,23.475676399544763,Yes,203.89613400581175,210.54679404523864,Poor,7.0,High,Large
35.0,Writer,9070.816701121057,1574.8538982641223,10,9,18.0,6.0,31,21.0,16.6860096773133,10.0,Bad,4.6078357184923355,28.465912804080286,Yes,142.98711646079698,308.7506863794949,Poor,4.0,Missing,Missing
19.0,Entrepreneur,58337.26402411829,5943.280428462106,6,6,9.0,5.0,57,22.0,7.695522688448456,11.0,Bad,1.292720300748958,35.03240566036716,Yes,225.53810864025593,517.1850588449273,Poor,9.0,High,Medium
43.0,Writer,57150.72068191761,5618.299387664365,6,5,27.0,5.0,57,13.0,4.954036774084993,12.0,Bad,1.7473715665359184,27.259652820462417,Yes,205.289374616091,469.72475052199667,Standard,9.0,High,Large
50.0,Scientist,71866.78714504828,5718.492818671515,7,4,11.0,3.0,14,14.0,8.750310140473468,2.0,Standard,1.0305051692624192,32.51572922785046,Yes,132.56721981360784,655.5084192553074,Standard,23.0,High,Large
34.0,Media_Manager,17485.52316618886,1712.0707172677978,10,6,25.0,5.0,47,25.0,26.493933195128754,12.0,Bad,3.8935352861780888,29.325262113963618,Yes,125.24152702185913,230.17403699992246,Standard,7.0,Low,Small
35.0,Musician,149168.88,12156.413843183467,1,6,8.0,1.0,19,16.0,11.707857185098856,9.0,Good,1.3616841980125356,37.9223672664969,No,761.7536486586343,1015.5052466253632,Standard,19.0,Missing,Missing
29.0,Journalist,9861.892980259428,1088.8350939495115,8,7,16.0,2.0,19,19.0,22.41257521608168,14.0,Bad,2.663258291268968,25.254386950414244,Yes,38.194344656331424,228.90188545656744,Standard,6.0,Low,Large
41.0,Musician,7005.93,350.72132276710624,4,6,24.0,4.0,11,15.0,17.516575096108934,11.0,Standard,1.6842452389630482,24.018720407846835,Yes,53.63996762548792,241.4905653308956,Poor,16.0,High,Missing
39.0,Teacher,22513.42837568692,1578.697815446395,6,5,33.0,9.0,56,13.0,8.732579243917495,11.0,Bad,4.586701096792216,29.331506917656196,NM,118.96202332845408,250.47864792625762,Poor,18.0,Low,Small
53.0,Scientist,126422.82200314382,9347.679543774128,3,5,7.0,2.0,24,0.0,3.1809475137777072,4.0,Good,1.0846810358801025,34.40250577721187,No,737.4545191297191,549.363251033992,Poor,29.0,High,Medium
44.0,Journalist,83033.34462252959,2678.0887105887805,1,7,2.0,3.0,6,8.0,4.324563149271231,2.0,Good,0.6103390013516312,38.0142451520992,No,166.1187297915341,265.5203361521519,Poor,12.0,High,Large
52.0,Lawyer,91056.61079782691,6151.454036475457,3,4,9.0,2.0,27,10.0,5.638225769736332,0.0,Standard,0.7688697385761687,27.592212458313877,No,232.97612485483896,487.8099693032734,Standard,29.0,High,Large
36.0,Musician,54475.46541104938,1094.427940310889,1,3,19.0,2.0,18,7.0,6.3447512033314775,4.0,Good,2.0477529133599504,25.442199680687327,No,72.13454274952096,311.8603897093985,Good,23.0,High,Medium
18.0,Doctor,43148.12720978249,5195.856193236364,4,6,11.0,6.0,11,15.0,7.890290249194141,14.0,Standard,0.36571250084320384,31.872523469226863,Yes,76.07571615479115,856.9127607502633,Standard,16.0,Missing,Missing
35.0,Accountant,13682.947636781524,982.1678089556217,4,2,8.0,4.0,7,12.0,10.568690467398474,2.0,Good,0.7776062601806262,23.14014361815205,No,107.54474516919095,208.36787799355926,Good,22.0,Low,Small
24.0,Architect,95721.06889381738,11744.69131514805,7,3,12.0,6.0,18,17.0,8.579507843764407,6.0,Standard,1.2971625882316788,32.50211323410329,NM,221.75131236823893,520.1337158977071,Standard,12.0,Low,Medium
37.0,Writer,71845.01434531847,11981.798063006883,3,7,11.0,1.0,42,6.0,5.832111399682752,4.0,Good,0.43322023638228035,29.46886431779778,No,241.51655645076258,523.4166154170882,Poor,24.0,High,Large
19.0,Accountant,130388.22075808546,10880.907481503573,8,3,5.0,2.0,8,6.0,6.0235988735838255,4.0,Standard,0.47251692720955574,26.51361581695839,NM,263.62360675547427,687.5574441311227,Good,21.0,High,Small
35.0,Writer,19930.98960250216,1612.5611565404417,9,5,22.0,7.0,62,24.0,14.230593280931329,7.0,Bad,1.365655482719094,23.169537021280316,Yes,115.51136756690626,333.687493799615,Poor,16.0,Low,Small
27.0,Entrepreneur,13440.459087314244,3372.3541392217744,1,2,5.0,4.0,12,1.0,0.7471348437491463,4.0,Good,1.0413640106924704,28.611262134426557,No,94.15853802597613,272.6514442863564,Good,25.0,High,Large
23.0,Manager,114487.12001847487,8394.564695738243,1,5,5.0,1.0,6,8.0,0.5987703961755905,1.0,Good,1.09925037103902,34.43883234434857,No,414.71075107298145,626.9449136513863,Good,23.0,High,Medium
48.0,Teacher,70426.62712763128,4824.826035834528,0,1,3.0,3.0,2,8.0,4.0797900753257865,4.0,Good,0.38604161290288563,38.655771481063304,No,330.22945094542183,583.8412344086134,Good,16.0,High,Small
44.0,Musician,91011.37400042423,11799.582718995474,1,6,12.0,3.0,2,2.0,4.049387151292597,3.0,Good,1.003915968546799,40.25177148907417,No,80.61778328741805,305.4814500236143,Standard,32.0,Low,Large
41.0,Developer,61155.18462215329,5620.880775977317,5,7,16.0,0.0,18,14.0,6.088675546185661,15.0,Standard,2.5305193793113343,36.34448734150606,Yes,204.63443060044446,491.6951232969179,Standard,12.0,Low,Medium
43.0,Scientist,92699.71223170894,7502.812008314857,0,7,9.0,4.0,21,2.0,1.8005795084807301,5.0,Good,1.2834003894801536,38.66634472662942,No,358.602095397022,864.086067981588,Poor,21.0,High,Large
48.0,Mechanic,15733.508122785159,3092.279955064389,1,5,10.0,0.0,8,2.0,1.0695689684409944,0.0,Good,0.14248088103208775,39.267701560729215,No,50.070593073086414,402.78759450983205,Standard,30.0,High,Small
15.0,Media_Manager,21033.86442619295,795.1484515170488,6,6,16.0,2.0,28,14.0,15.95231006221277,15.0,Bad,2.467652157792155,25.13571573140028,NM,112.17430675810823,285.6036005077362,Poor,13.0,Low,Medium
16.0,Musician,20796.76626275452,1360.3586367581108,7,3,32.0,4.0,31,11.0,9.542320369483702,6.0,Standard,1.2059560921086945,30.959494257219745,No,96.19807089438663,136.1170499329469,Poor,12.0,High,Medium
21.0,Writer,38375.29575286285,3049.7214947047173,5,5,12.0,1.0,19,8.0,8.963419329747733,3.0,Good,1.3862996074890606,38.745744078277454,No,473.7821311759401,258.33925646872257,Good,32.0,Missing,Missing
19.0,Musician,58212.2038486054,8539.32538503485,4,5,6.0,0.0,19,19.0,10.672162219158327,2.0,Good,0.2235408854345005,40.432659464298666,Yes,291.36914402901897,477.89010125776673,Good,15.0,Missing,Missing
24.0,Lawyer,58979.93855808981,9395.78056489895,6,5,9.0,3.0,14,20.0,2.702888168199289,4.0,Good,1.320162960418641,23.85043330361175,No,314.8410166950869,399.2738494408076,Poor,29.0,High,Large
40.0,Media_Manager,20405.32214785458,1442.4065308785607,7,5,17.0,3.0,25,15.0,2.139515221518124,5.0,Standard,1.3787392051094105,27.42040436098561,Yes,49.21774917505081,284.93206388432446,Poor,15.0,Low,Small
17.0,Lawyer,22442.95443902688,3049.8498150220375,1,5,6.0,1.0,10,4.0,11.921142949151323,0.0,Good,0.25888429021514975,30.619824057599835,No,127.78946096144098,404.28593877749086,Standard,20.0,High,Large
36.0,Scientist,99657.28540082254,8707.435693741907,3,4,2.0,1.0,16,12.0,9.05334887580414,4.0,Good,1.1378651271878577,35.91795396576929,No,378.59070761183904,882.9360950215337,Standard,32.0,High,Medium
41.0,Entrepreneur,20874.843631229294,1795.1954349824898,7,10,31.0,9.0,54,22.0,16.86160428840887,9.0,Bad,3.0829491464680023,36.121481606175074,Yes,88.03350145966333,242.08776718377533,Poor,6.0,Low,Small
52.0,Accountant,44023.253903091725,5102.419650315982,4,6,4.0,2.0,23,2175.0,10.38075852387447,0.0,Standard,1.0367212302873665,36.59328782545012,No,195.07409388897412,742.9669565371971,Standard,25.0,Missing,Missing
22.0,Teacher,19134.151343347356,1898.8945809718336,5,3,16.0,3.0,9,9.0,11.434946641078398,5.0,Good,0.4217950330984257,26.43686254471395,No,62.781714754121154,343.7205118317816,Poor,18.0,Low,Large
43.0,Architect,136816.32834489728,11767.728849009642,3,3,3.0,1.0,15,9.0,10.18908437310713,5.0,Standard,0.8901820585426792,35.76977861237142,Yes,205.99403430835565,877.9502069793674,Good,16.0,High,Large
36.0,Entrepreneur,119632.8618658524,9085.814810026168,7,3,8.0,1.0,2,12.0,11.471901904474104,1.0,Good,0.4465583504753114,32.84941452303617,Yes,640.7790535550312,772.5563588331057,Good,29.0,High,Small
20.0,Media_Manager,49192.53620665539,6598.676401868641,5,6,12.0,3.0,21,13.0,9.65394974183707,4.0,Good,0.6038603633976354,29.80795782994418,NM,258.2404424295182,463.0644622998405,Good,17.0,High,Small
32.0,Manager,131902.29208272268,9256.255030151924,4,5,10.0,2.0,13,10.0,4.963921071703652,2.0,Good,0.46889803231089966,35.252712531803496,No,246.89879419461073,512.879574972679,Good,16.0,Low,Large
15.0,Writer,38466.96831966585,2040.4881336750948,8,9,16.0,6.0,27,9.0,3.193298849117671,11.0,Bad,4.20788528942548,23.69104872244626,Yes,165.3163716437987,286.0480205726985,Poor,7.0,Missing,Missing
52.0,Engineer,51348.063391500924,7539.432756924459,8,9,34.0,9.0,43,19.0,16.503070066065252,12.0,Bad,3.9778785942256496,39.897904494572465,Yes,178.86672587378087,307.5148892301267,Good,2.0,High,Medium
45.0,Mechanic,89660.64672018659,6843.085694440305,5,4,1.0,3.0,14,0.0,9.397460035071735,1.0,Good,0.597671751619727,36.81014350344022,No,367.3442511474957,368.5521294522881,Good,28.0,Low,Medium
44.0,Developer,7832.4258916713925,728.9005949360857,6,5,29.0,5.0,15,19.0,9.870735093526545,10.0,Standard,2.482828522795708,29.598574166746364,Yes,75.47777820431372,307.0081801454255,Poor,12.0,Low,Small
29.0,Architect,43176.81342967242,4858.478607921591,9,5,27.0,5.0,57,16.0,9.872397933679965,9.0,Bad,1.3865968663843344,23.547060049606465,Yes,67.42784663165516,444.8436767241231,Poor,5.0,High,Medium
26.0,Writer,120615.44449352195,9716.347288818402,5,5,11.0,2.0,5,2.0,2.936246229629408,1.0,Good,0.4489838317262244,27.92105687690139,No,340.13161828593525,715.4788743150049,Good,26.0,High,Medium
39.0,Musician,17387.09332355798,1019.058996155486,10,5,19.0,5.0,41,5.0,6.320339771653198,9.0,Standard,2.1118411617821797,27.659547157933076,Yes,66.18874870879971,232.20776931810914,Poor,5.0,High,Medium
41.0,Doctor,114850.45043835034,11306.222923924599,4,4,17.0,1.0,11,15.0,22.650581574140617,7.0,Standard,0.24379793988515983,35.39084882807001,Yes,183.28445045919187,511.61880449218,Standard,20.0,High,Medium
31.0,Accountant,30838.935191389523,3811.2268182984035,3,4,11.0,3.0,8,11.0,3.5296972701601055,3.0,Standard,0.8210845769241156,40.552416990672036,No,108.83753136517832,323.27208910625654,Good,30.0,Missing,Missing
19.0,Accountant,18500.320371241432,1692.4376148508836,7,5,28.0,5.0,60,19.0,9.857627180843833,15.0,Bad,4.933339986408666,38.07035051884379,Yes,102.62104237411805,148.04104758263426,Poor,13.0,Low,Small
54.0,Entrepreneur,139336.28775845232,8716.65000841639,3,7,11.0,3.0,15,14.0,7.332683586891853,3.0,Good,0.5152518131129753,25.898280635066424,No,366.70828774532765,899.8523000360909,Standard,26.0,High,Large
33.0,Developer,15499.504889236803,1310.1300167889449,8,5,28.0,2.0,26,20.0,7.7860170320239535,9.0,Bad,2.047889851605327,38.60078289395625,Yes,40.53647200975711,294.44519309759966,Poor,16.0,Missing,Missing
42.0,Accountant,19948.42755800688,2818.8905436882023,4,6,5.0,4.0,17,2.0,12.032900607359318,1.0,Good,0.5805532876167859,30.842237552975963,No,121.30732317362434,407.17141636666673,Poor,13.0,High,Medium
31.0,Accountant,9098.106927880372,860.0030241884834,5,3,7.0,4.0,14,10.0,6.908507245557379,2.0,Good,0.3534596324043422,25.162020145099145,No,94.90360794443258,349.6700910884385,Standard,30.0,Low,Small
23.0,Scientist,31741.479190761347,2509.921415805992,1,3,7.0,1.0,11,8.0,4.1893021318833945,4.0,Good,0.9422651914298161,34.79867443263933,NM,233.18171727864737,256.91076019509865,Good,29.0,Low,Small
37.0,Teacher,63066.37810973395,2231.9793857182035,6,4,16.0,0.0,15,23.0,14.169195237328866,10.0,Standard,1.7716360851682529,42.234348077778066,Yes,115.29280863449509,405.7021864629125,Good,4.0,High,Medium
38.0,Architect,39909.12181108923,2406.3602996828818,6,10,19.0,7.0,55,17.0,15.103199380766666,9.0,Bad,4.095734364962846,27.766579363312616,Yes,92.39502065647713,322.68607590470157,Poor,7.0,Low,Large
55.0,Engineer,127607.71341954629,11197.407304064844,0,3,10.0,3.0,13,5.0,6.673886012602688,4.0,Good,0.9306581054316603,29.27730750337883,No,528.8920725230209,201.68090512478446,Good,22.0,Missing,Missing
19.0,Doctor,35625.84655814789,5926.048846390996,7,4,16.0,4.0,22,10.0,12.746305030339531,6.0,Standard,1.0170729966003063,27.302992328585475,Yes,183.7033396256133,193.0412037898061,Good,17.0,High,Small
29.0,Writer,42528.62412815652,5082.999560358668,3,5,5.0,2.0,6,0.0,5.02527334999593,4.0,Good,0.043851255769129016,28.05692099586695,No,146.9369572162303,440.72444898010696,Good,28.0,High,Large
47.0,Teacher,34646.356715245114,11715.809835338747,3,5,5.0,0.0,14,14.0,17.26506949721348,3.0,Standard,0.6095820693349321,43.538764437642925,Yes,145.32962746005163,1007.5300755857106,Standard,20.0,Low,Large
37.0,Developer,9412.06162528773,1668.1742240702195,10,7,34.0,8.0,26,16.0,1.2597965200601577,10.0,Bad,4.020391769569937,31.98354787540712,Yes,109.35072808928797,238.8596616014868,Poor,14.0,Low,Small
24.0,Writer,40229.23444245338,5036.68243219339,8,6,26.0,9.0,50,19.0,11.228112547537423,7.0,Bad,4.4465660384272345,31.158188424724514,Yes,110.18312003631098,150.58443944242623,Standard,13.0,Missing,Missing
20.0,Manager,67160.60257018064,5576.392708354245,3,5,8.0,4.0,31,17.0,7.846631846219026,10.0,Standard,0.4212547896619722,36.700611775729065,No,474.8824362847971,524.9536446520525,Good,17.0,High,Large
28.0,Mechanic,18783.707051623143,3373.7524705286214,3,4,15.0,3.0,3,6.0,5.01600039239186,3.0,Good,1.1159104622261071,37.73068673730375,No,131.84294271785976,329.4016402917406,Good,31.0,Low,Medium
39.0,Media_Manager,43559.823879854695,2911.345586529671,3,8,33.0,4.0,17,12.0,13.551467536381185,3.0,Standard,2.4934531527703454,30.640546540968117,Yes,104.00006506188093,353.6661111652967,Poor,5.0,High,Large
